image_timestamp_ns
1753450694907354116
1753450694986865520
1753450695066449880
1753450695146533727
1753450695226630687
1753450695306721210
1753450695386408090
1753450695466431140
1753450695546363353
1753450695626411676
1753450695706423521
1753450695786517858
1753450695866391181
1753450695946426153
1753450696026434659
1753450696106414556
1753450696186438083
1753450696266428947
1753450696346379041
1753450696426426887
1753450696506431579
1753450696586445808
1753450696666430950
1753450696746406793
1753450696826683759
1753450696906401634
1753450696986604213
1753450697066479682
1753450697146389484
1753450697226385354
1753450697306459903
1753450697386477470
1753450697466475963
1753450697546375751
1753450697626418352
1753450697706426858
1753450697786505460
1753450697866541385
1753450697946406602
1753450698026391506
1753450698106495380
1753450698186637163
1753450698266408205
1753450698346386909
1753450698426451206
1753450698506466627
1753450698586439371
1753450698666420459
1753450698746368885
1753450698826514959
1753450698906430482
1753450698986457347
1753450699066527128
1753450699146445512
1753450699226519107
1753450699306422710
1753450699386449813
1753450699466489315
1753450699546439886
1753450699626426935
1753450699706511259
1753450699786447286
1753450699866381883
1753450699946386575
1753451090556658744
1753451090636131048
1753451090716065883
1753451090795904874
1753451090876068115
1753451090955837726
1753451091036038875
1753451091115843296
1753451091196056127
1753451091275817632
1753451091356044530
1753451091435805559
1753451091515809297
1753451091595790863
1753451091675841331
1753451091755800008
1753451091835785627
1753451091915782690
1753451091995796918
1753451092075864076
1753451092155835628
1753451092235830068
1753451092315805196
1753451092395804166
1753451092475775718
1753451092555812597
1753451092635807752
1753451092715790033
1753451092795885562
1753451092875903129
1753451092955873250
1753451093035950422
1753451093115821599
1753451093195823192
1753451093275849103
1753451093355820178
1753451093435894489
1753451093515820741
1753451093595951080
1753451093675826072
1753451093755845785
1753451093835854768
1753451093915773391
1753451093995820999
1753451094075971603
1753451094155823707
1753451094235889434
1753451094315795421
