timestamp,enc1,enc2,enc3
1011086846007250,0,0,0
1011086847027070,0,0,0
1011086848047410,0,0,0
1011086850087310,0,0,0
1011086851107150,0,0,0
1011086852127010,0,0,0
1011086853148570,0,0,0
1011086854167630,0,0,0
1011086855186910,0,0,0
1011086856206670,0,0,0
1011086857225030,0,0,0
1011086858243750,0,0,0
1011086859262550,0,0,0
1011086860282370,0,0,0
1011086861302550,0,0,0
1011086862323210,0,0,0
1011086863343350,0,0,0
1011086864363130,0,0,0
1011086865383310,0,0,0
1011086866403150,0,0,0
1011086867423350,0,0,0
1011086868443130,0,0,0
1011086869463370,0,0,0
1011086870483170,0,0,0
1011086871503370,0,0,0
1011086872523310,0,0,0
1011086873544510,0,0,0
1011086874563130,0,0,0
1011086875582950,0,0,0
1011086876603270,0,0,0
1011086877623150,0,0,0
1011086878643010,0,0,0
1011086879663130,0,0,0
1011086880682970,0,0,0
1011086881703150,0,0,0
1011086882722910,0,0,0
1011086883743050,0,0,0
1011086884762990,0,0,0
1011086885782770,0,0,0
1011086886802970,0,0,0
1011086887822630,0,0,0
1011086888842850,0,0,0
1011086889862650,0,0,0
1011086890882750,0,0,0
1011086891902890,0,0,0
1011086892922730,0,0,0
1011086893944270,0,0,0
1011086894963290,0,0,0
1011086895982630,0,0,0
1011086897002510,0,0,0
1011086898022710,0,0,0
1011086899042470,0,0,0
1011086900062650,0,0,0
1011086901082490,0,0,0
1011086902102750,0,0,0
1011086903122590,0,0,0
1011086904142490,0,0,0
1011086905162310,0,0,0
1011086906182430,0,0,0
1011086907202490,0,0,0
1011086908221670,0,0,0
1011086909240590,0,0,0
1011086910259270,0,0,0
1011086911277990,0,0,0
1011086912297770,0,0,0
1011086913318930,0,0,0
1011086914340090,0,0,0
1011086915358750,0,0,0
1011086916378510,0,0,0
1011086917448010,0,0,0
1011086918467750,0,0,0
1011086919488010,0,0,0
1011086920507830,0,0,0
1011086921527770,0,0,0
1011086922548050,0,0,0
1011086923567870,0,0,0
1011086924587670,0,0,0
1011086925607970,0,0,0
1011086926627790,0,0,0
1011086927647590,0,0,0
1011086928667850,0,0,0
1011086929687630,0,0,0
1011086930707810,0,0,0
1011086931727650,0,0,0
1011086932747510,0,0,0
1011086933767630,0,0,0
1011086934788830,0,0,0
1011086935807870,0,0,0
1011086936827750,0,0,0
1011086937847550,0,0,0
1011086938867290,0,0,0
1011086939887450,0,0,0
1011086940907670,0,0,0
1011086941927630,0,0,0
1011086942947430,0,0,0
1011086943967270,0,0,0
1011086944987470,0,0,0
1011086946007250,0,0,0
1011086947027470,0,0,0
1011086948047350,0,0,0
1011086949067150,0,0,0
1011086950087490,0,0,0
1011086951107270,0,0,0
1011086952127150,0,0,0
1011086953147350,0,0,0
1011086954167250,0,0,0
1011086955188450,0,0,0
1011086956206190,0,0,0
1011086957225110,0,0,0
1011086958243990,0,0,0
1011086959262830,0,0,0
1011086960282710,0,0,0
1011086961302510,0,0,0
1011086962323510,0,0,0
1011086963343410,0,0,0
1011086964363550,0,0,0
1011086965383290,0,0,0
1011086966403490,0,0,0
1011086967423370,0,0,0
1011086968443130,0,0,0
1011086969463370,0,0,0
1011086970483270,0,0,0
1011086971503470,0,0,0
1011086972523290,0,0,0
1011086973543090,0,0,0
1011086974563390,0,0,0
1011086975584570,0,0,0
1011086976603270,0,0,0
1011086977623150,0,0,0
1011086978643010,0,0,0
1011086979663130,0,0,0
1011086980683370,0,0,0
1011086981703170,0,0,0
1011086982722930,0,0,0
1011086983743130,0,0,0
1011086984763010,0,0,0
1011086985783210,0,0,0
1011086986802990,0,0,0
1011086987823090,0,0,0
1011086988842850,0,0,0
1011086989863070,0,0,0
1011086990882970,0,0,0
1011086991902790,0,0,0
1011086992922990,0,0,0
1011086993942870,0,0,0
1011086994962630,0,0,0
1011086995984250,0,0,0
1011086997003270,0,0,0
1011086998023070,0,0,0
1011086999042990,0,0,0
1011087000062850,0,0,0
1011087001082650,0,0,0
1011087002102750,0,0,0
1011087003122550,0,0,0
1011087004142730,0,0,0
1011087005162490,0,0,0
1011087006182670,0,0,0
1011087007202330,0,0,0
1011087008220690,0,0,0
1011087009239530,0,0,0
1011087010258290,0,0,0
1011087011276750,0,0,0
1011087012296930,0,0,0
1011087013317030,0,0,0
1011087014337730,0,0,0
1011087015357570,0,0,0
1011087016379230,0,0,0
1011087017447510,0,0,0
1011087018466850,0,0,0
1011087019486750,0,0,0
1011087020506890,0,0,0
1011087021526710,0,0,0
1011087022546850,0,0,0
1011087023566630,0,0,0
1011087024586810,0,0,0
1011087025606650,0,0,0
1011087026626850,0,0,0
1011087027646630,0,0,0
1011087028666870,0,0,0
1011087029686670,0,0,0
1011087030706410,0,0,0
1011087031726650,0,0,0
1011087032746510,0,0,0
1011087033766710,0,0,0
1011087034786430,0,0,0
1011087035806130,0,0,0
1011087036826670,0,0,0
1011087037845270,0,0,0
1011087038865150,0,0,0
1011087039885010,0,0,0
1011087040905130,0,0,0
1011087041925370,0,0,0
1011087042945170,0,0,0
1011087043964930,0,0,0
1011087044985130,0,0,0
1011087046005010,0,0,0
1011087047025210,0,0,0
1011087048044990,0,0,0
1011087049065090,0,0,0
1011087050084850,0,0,0
1011087051105070,0,0,0
1011087052124970,0,0,0
1011087053144790,0,0,0
1011087054164990,0,0,0
1011087055184890,0,0,0
1011087056204810,0,0,0
1011087057225550,0,0,0
1011087058248230,0,0,0
1011087059267490,0,0,0
1011087060287750,0,0,0
1011087061307610,0,0,0
1011087062328270,0,0,0
1011087063348470,0,0,0
1011087064368390,0,0,0
1011087065388130,0,0,0
1011087066408370,0,0,0
1011087067428170,0,0,0
1011087068448470,0,0,0
1011087069468290,0,0,0
1011087070488090,0,0,0
1011087071508350,0,0,0
1011087072528130,0,0,0
1011087073548310,0,0,0
1011087074568150,0,0,0
1011087075588010,0,0,0
1011087076608130,0,0,0
1011087077629330,0,0,0
1011087078647830,0,0,0
1011087079667930,0,0,0
1011087080688150,0,0,0
1011087081708010,0,0,0
1011087082728210,0,0,0
1011087083747930,0,0,0
1011087084767630,0,0,0
1011087085786730,0,0,0
1011087086806990,0,0,0
1011087087826770,0,0,0
1011087088846610,0,0,0
1011087089866650,0,0,0
1011087090886850,0,0,0
1011087091906650,0,0,0
1011087092926410,0,0,0
1011087093946550,0,0,0
1011087094966730,0,0,0
1011087095986490,0,0,0
1011087097006350,0,0,0
1011087098028090,0,0,0
1011087099046690,0,0,0
1011087100066510,0,0,0
1011087101086370,0,0,0
1011087102106550,0,0,0
1011087103126410,0,0,0
1011087104146230,0,0,0
1011087105166470,0,0,0
1011087106186290,0,0,0
1011087107206470,0,0,0
1011087108225250,0,0,0
1011087109244070,0,0,0
1011087110262930,0,0,0
1011087111283150,0,0,0
1011087112302870,0,0,0
1011087113323930,0,0,0
1011087114343750,0,0,0
1011087115363890,0,0,0
1011087116383710,0,0,0
1011087117447330,0,0,0
1011087118468550,0,0,0
1011087119487130,0,0,0
1011087120506890,0,0,0
1011087121526730,0,0,0
1011087122546830,0,0,0
1011087123567070,0,0,0
1011087124586950,0,0,0
1011087125606770,0,0,0
1011087126626970,0,0,0
1011087127646630,0,0,0
1011087128666870,0,0,0
1011087129686770,0,0,0
1011087130706570,0,0,0
1011087131726770,0,0,0
1011087132746570,0,0,0
1011087133766410,0,0,0
1011087134786650,0,0,0
1011087135806550,0,0,0
1011087136826610,0,0,0
1011087137846510,0,0,0
1011087138868070,0,0,0
1011087139886710,0,0,0
1011087140906510,0,0,0
1011087141926410,0,0,0
1011087142946550,0,0,0
1011087143966290,0,0,0
1011087144986450,0,0,0
1011087146006370,0,0,0
1011087147026630,0,0,0
1011087148046430,0,0,0
1011087149066270,0,0,0
1011087150086050,0,0,0
1011087151106290,0,0,0
1011087152126490,0,0,0
1011087153146370,0,0,0
1011087154166130,0,0,0
1011087155186290,0,0,0
1011087156206010,0,0,0
1011087157225310,0,0,0
1011087158244210,0,0,0
1011087159264570,0,0,0
1011087160283090,0,0,0
1011087161302750,0,0,0
1011087162323890,0,0,0
1011087163343750,0,0,0
1011087164363590,0,0,0
1011087165383850,0,0,0
1011087166403710,0,0,0
1011087167423430,0,0,0
1011087168443670,0,0,0
1011087169463510,0,0,0
1011087170483370,0,0,0
1011087171503630,0,0,0
1011087172523390,0,0,0
1011087173543510,0,0,0
1011087174563410,0,0,0
1011087175583550,0,0,0
1011087176603290,0,0,0
1011087177623450,0,0,0
1011087178643370,0,0,0
1011087179665070,0,0,0
1011087180683710,0,0,0
1011087181703590,0,0,0
1011087182723490,0,0,0
1011087183743270,0,0,0
1011087184763530,0,0,0
1011087185783390,0,0,0
1011087186803150,0,0,0
1011087187823290,0,0,0
1011087188843170,0,0,0
1011087189863430,0,0,0
1011087190883130,0,0,0
1011087191903370,0,0,0
1011087192923170,0,0,0
1011087193942910,0,0,0
1011087194963150,0,0,0
1011087195983010,0,0,0
1011087197003210,0,0,0
1011087198022930,0,0,0
1011087199042630,0,0,0
1011087200063170,0,0,0
1011087201081790,0,0,0
1011087202101670,0,0,0
1011087203121590,0,0,0
1011087204141630,0,0,0
1011087205161870,0,0,0
1011087206181670,0,0,0
1011087207201410,0,0,0
1011087208220610,0,0,0
1011087209239450,0,0,0
1011087210258210,0,0,0
1011087211277090,0,0,0
1011087212297250,0,0,0
1011087213316950,0,0,0
1011087214337910,0,0,0
1011087215357630,0,0,0
1011087216377810,0,0,0
1011087217463770,0,0,0
1011087218483930,0,0,0
1011087219503630,0,0,0
1011087220525310,0,0,0
1011087221543930,0,0,0
1011087222563750,0,0,0
1011087223583550,0,0,0
1011087224603730,0,0,0
1011087225623490,0,0,0
1011087226643670,0,0,0
1011087227663630,0,0,0
1011087228683830,0,0,0
1011087229703610,0,0,0
1011087230723650,0,0,0
1011087231743490,0,0,0
1011087232763670,0,0,0
1011087233783410,0,0,0
1011087234803550,0,0,0
1011087235823490,0,0,0
1011087236843730,0,0,0
1011087237863450,0,0,0
1011087238883670,0,0,0
1011087239903570,0,0,0
1011087240924850,0,0,0
1011087241943470,0,0,0
1011087242963290,0,0,0
1011087243983130,0,0,0
1011087245003410,0,0,0
1011087246023130,0,0,0
1011087247043310,0,0,0
1011087248063150,0,0,0
1011087249083350,0,0,0
1011087250103170,0,0,0
1011087251123370,0,0,0
1011087252143270,0,0,0
1011087253163070,0,0,0
1011087254183270,0,0,0
1011087255202910,0,0,0
1011087256222310,0,0,0
1011087257241150,0,0,0
1011087258260010,0,0,0
1011087259278790,0,0,0
1011087260298590,0,0,0
1011087261320890,0,0,0
1011087262339510,0,0,0
1011087263359330,0,0,0
1011087264379270,0,0,0
1011087265399550,0,0,0
1011087266419370,0,0,0
1011087267439170,0,0,0
1011087268459470,0,0,0
1011087269479290,0,0,0
1011087270499090,0,0,0
1011087271519350,0,0,0
1011087272539130,0,0,0
1011087273559310,0,0,0
1011087274579150,0,0,0
1011087275599350,0,0,0
1011087276619130,0,0,0
1011087277639370,0,0,0
1011087278659170,0,0,0
1011087279678910,0,0,0
1011087280699150,0,0,0
1011087281720450,0,0,0
1011087282738970,0,0,0
1011087283759150,0,0,0
1011087284779130,0,0,0
1011087285798930,0,0,0
1011087286819110,0,0,0
1011087287838970,0,0,0
1011087288858750,0,0,0
1011087289878970,0,0,0
1011087290898850,0,0,0
1011087291919070,0,0,0
1011087292938990,0,0,0
1011087293958770,0,0,0
1011087294978970,0,0,0
1011087295998630,0,0,0
1011087297018850,0,0,0
1011087298038650,0,0,0
1011087299058750,0,0,0
1011087300078590,0,0,0
1011087301098910,0,0,0
1011087302120170,0,0,0
1011087303138810,0,0,0
1011087304158670,0,0,0
1011087305178570,0,0,0
1011087306198710,0,0,0
1011087307217970,0,0,0
1011087308236790,0,0,0
1011087309255290,0,0,0
1011087310274050,0,0,0
1011087311294210,0,0,0
1011087312313930,0,0,0
1011087313335010,0,0,0
1011087314354750,0,0,0
1011087315374890,0,0,0
1011087316394710,0,0,0
1011087317447690,0,0,0
1011087318467010,0,0,0
1011087319487130,0,0,0
1011087320506890,0,0,0
1011087321527010,0,0,0
1011087322548690,0,0,0
1011087323567250,0,0,0
1011087324587070,0,0,0
1011087325606910,0,0,0
1011087326627150,0,0,0
1011087327647050,0,0,0
1011087328666870,0,0,0
1011087329686770,0,0,0
1011087330706970,0,0,0
1011087331726790,0,0,0
1011087332746990,0,0,0
1011087333766890,0,0,0
1011087334786630,0,0,0
1011087335806810,0,0,0
1011087336826990,0,0,0
1011087337846850,0,0,0
1011087338866670,0,0,0
1011087339886870,0,0,0
1011087340906670,0,0,0
1011087341926430,0,0,0
1011087342948070,0,0,0
1011087343966710,0,0,0
1011087344986510,0,0,0
1011087346006630,0,0,0
1011087347026550,0,0,0
1011087348046610,0,0,0
1011087349066390,0,0,0
1011087350086650,0,0,0
1011087351106450,0,0,0
1011087352126510,0,0,0
1011087353146750,0,0,0
1011087354166550,0,0,0
1011087355186450,0,0,0
1011087356206710,0,0,0
1011087357225550,0,0,0
1011087358244490,0,0,0
1011087359263170,0,0,0
1011087360282910,0,0,0
1011087361303170,0,0,0
1011087362323870,0,0,0
1011087363345570,0,0,0
1011087364364250,0,0,0
1011087365384010,0,0,0
1011087366403910,0,0,0
1011087367423630,0,0,0
1011087368443810,0,0,0
1011087369463650,0,0,0
1011087370483950,0,0,0
1011087371503630,0,0,0
1011087372523870,0,0,0
1011087373543670,0,0,0
1011087374563430,0,0,0
1011087375583630,0,0,0
1011087376603870,0,0,0
1011087377623730,0,0,0
1011087378643570,0,0,0
1011087379663790,0,0,0
1011087380683670,0,0,0
1011087381703510,0,0,0
1011087382723370,0,0,0
1011087383744990,0,0,0
1011087384763610,0,0,0
1011087385783330,0,0,0
1011087386803570,0,0,0
1011087387823450,0,0,0
1011087388843110,0,0,0
1011087389862370,0,0,0
1011087390882230,0,0,0
1011087391901950,0,0,0
1011087392922170,0,0,0
1011087393942010,0,0,0
1011087394962370,0,0,0
1011087395982130,0,0,0
1011087397001890,0,0,0
1011087398022010,0,0,0
1011087399041910,0,0,0
1011087400062050,0,0,0
1011087401081790,0,0,0
1011087402101950,0,0,0
1011087403121870,0,0,0
1011087404143570,0,0,0
1011087405162070,0,0,0
1011087406181910,0,0,0
1011087407201650,0,0,0
1011087408220990,0,0,0
1011087409239710,0,0,0
1011087410258450,0,0,0
1011087411277370,0,0,0
1011087412297490,0,0,0
1011087413317290,0,0,0
1011087414338250,0,0,0
1011087415358050,0,0,0
1011087416378230,0,0,0
1011087417447630,0,0,0
1011087418467450,0,0,0
1011087419487150,0,0,0
1011087420507350,0,0,0
1011087421527150,0,0,0
1011087422547250,0,0,0
1011087423567050,0,0,0
1011087424588670,0,0,0
1011087425607370,0,0,0
1011087426627170,0,0,0
1011087427647130,0,0,0
1011087428666930,0,0,0
1011087429687110,0,0,0
1011087430706970,0,0,0
1011087431726750,0,0,0
1011087432746970,0,0,0
1011087433767210,0,0,0
1011087434787070,0,0,0
1011087435806990,0,0,0
1011087436826770,0,0,0
1011087437846970,0,0,0
1011087438866630,0,0,0
1011087439886850,0,0,0
1011087440907070,0,0,0
1011087441926970,0,0,0
1011087442946790,0,0,0
1011087443966630,0,0,0
1011087444988350,0,0,0
1011087446006970,0,0,0
1011087447026790,0,0,0
1011087448046610,0,0,0
1011087449066870,0,0,0
1011087450086630,0,0,0
1011087451106870,0,0,0
1011087452126770,0,0,0
1011087453146570,0,0,0
1011087454166770,0,0,0
1011087455186590,0,0,0
1011087456206490,0,0,0
1011087457225770,0,0,0
1011087458244590,0,0,0
1011087459263330,0,0,0
1011087460283150,0,0,0
1011087461303370,0,0,0
1011087462324210,0,0,0
1011087463343970,0,0,0
1011087464363750,0,0,0
1011087465385410,0,0,0
1011087466403910,0,0,0
1011087467424050,0,0,0
1011087468443990,0,0,0
1011087469463770,0,0,0
1011087470483970,0,0,0
1011087471503630,0,0,0
1011087472523850,0,0,0
1011087473543650,0,0,0
1011087474563750,0,0,0
1011087475583890,0,0,0
1011087476603730,0,0,0
1011087477623830,0,0,0
1011087478643670,0,0,0
1011087479663790,0,0,0
1011087480683610,0,0,0
1011087481703870,0,0,0
1011087482723630,0,0,0
1011087483743870,0,0,0
1011087484763770,0,0,0
1011087485785010,0,0,0
1011087486803610,0,0,0
1011087487823490,0,0,0
1011087488843310,0,0,0
1011087489863430,0,0,0
1011087490883670,0,0,0
1011087491903510,0,0,0
1011087492923370,0,0,0
1011087493943630,0,0,0
1011087494963390,0,0,0
1011087495983510,0,0,0
1011087497003410,0,0,0
1011087498023130,0,0,0
1011087499043310,0,0,0
1011087500063490,0,0,0
1011087501083350,0,0,0
1011087502103170,0,0,0
1011087503123370,0,0,0
1011087504143170,0,0,0
1011087505162930,0,0,0
1011087506183550,0,0,0
1011087507202070,0,0,0
1011087508221310,0,0,0
1011087509239710,0,0,0
1011087510259050,0,0,0
1011087511277390,0,0,0
1011087512297490,0,0,0
1011087513317410,0,0,0
1011087514338290,0,0,0
1011087515358050,0,0,0
1011087516378230,0,0,0
1011087517447750,0,0,0
1011087518467490,0,0,0
1011087519487150,0,0,0
1011087520507350,0,0,0
1011087521527150,0,0,0
1011087522547250,0,0,0
1011087523567390,0,0,0
1011087524587210,0,0,0
1011087525607050,0,0,0
1011087526628590,0,0,0
1011087527647630,0,0,0
1011087528667410,0,0,0
1011087529687370,0,0,0
1011087530707130,0,0,0
1011087531727370,0,0,0
1011087532747170,0,0,0
1011087533766930,0,0,0
1011087534787130,0,0,0
1011087535807010,0,0,0
1011087536827210,0,0,0
1011087537846990,0,0,0
1011087538867090,0,0,0
1011087539886850,0,0,0
1011087540907070,0,0,0
1011087541926970,0,0,0
1011087542946790,0,0,0
1011087543966990,0,0,0
1011087544986870,0,0,0
1011087546006630,0,0,0
1011087547028250,0,0,0
1011087548047250,0,0,0
1011087549066990,0,0,0
1011087550086850,0,0,0
1011087551106650,0,0,0
1011087552126850,0,0,0
1011087553146710,0,0,0
1011087554166590,0,0,0
1011087555186850,0,0,0
1011087556206530,0,0,0
1011087557225870,0,0,0
1011087558244750,0,0,0
1011087559263590,0,0,0
1011087560283370,0,0,0
1011087561303530,0,0,0
1011087562324110,0,0,0
1011087563344150,0,0,0
1011087564363950,0,0,0
1011087565384010,0,0,0
1011087566403910,0,0,0
1011087567425490,0,0,0
1011087568444070,0,0,0
1011087569463830,0,0,0
1011087570484070,0,0,0
1011087571503870,0,0,0
1011087572524170,0,0,0
1011087573544010,0,0,0
1011087574563870,0,0,0
1011087575584050,0,0,0
1011087576603910,0,0,0
1011087577623730,0,0,0
1011087578643970,0,0,0
1011087579663790,0,0,0
1011087580683950,0,0,0
1011087581703870,0,0,0
1011087582723630,0,0,0
1011087583743870,0,0,0
1011087584763670,0,0,0
1011087585783870,0,0,0
1011087586803810,0,0,0
1011087587825010,0,0,0
1011087588844050,0,0,0
1011087589863810,0,0,0
1011087590883690,0,0,0
1011087591903570,0,0,0
1011087592923870,0,0,0
1011087593943630,0,0,0
1011087594963470,0,0,0
1011087595983650,0,0,0
1011087597003410,0,0,0
1011087598023550,0,0,0
1011087599043490,0,0,0
1011087600063270,0,0,0
1011087601083470,0,0,0
1011087602103130,0,0,0
1011087603123350,0,0,0
1011087604143570,0,0,0
1011087605163470,0,0,0
1011087606183290,0,0,0
1011087607203110,0,0,0
1011087608223830,0,0,0
1011087609241470,0,0,0
1011087610260230,0,0,0
1011087611278750,0,0,0
1011087612298870,0,0,0
1011087613319450,0,0,0
1011087614339630,0,0,0
1011087615359450,0,0,0
1011087616379670,0,0,0
1011087617443630,0,0,0
1011087618463870,0,0,0
1011087619483850,0,0,0
1011087620504150,0,0,0
1011087621523930,0,0,0
1011087622543770,0,0,0
1011087623563550,0,0,0
1011087624583790,0,0,0
1011087625603590,0,0,0
1011087626623850,0,0,0
1011087627643630,0,0,0
1011087628665250,0,0,0
1011087629684250,0,0,0
1011087630703510,0,0,0
1011087631723630,0,0,0
1011087632743870,0,0,0
1011087633763670,0,0,0
1011087634783410,0,0,0
1011087635803650,0,0,0
1011087636823510,0,0,0
1011087637843710,0,0,0
1011087638863430,0,0,0
1011087639883130,0,0,0
1011087640902230,0,0,0
1011087641922490,0,0,0
1011087642942270,0,0,0
1011087643962110,0,0,0
1011087644982150,0,0,0
1011087646002350,0,0,0
1011087647022150,0,0,0
1011087648041910,0,0,0
1011087649063490,0,0,0
1011087650082030,0,0,0
1011087651102230,0,0,0
1011087652122070,0,0,0
1011087653141870,0,0,0
1011087654162170,0,0,0
1011087655182010,0,0,0
1011087656201810,0,0,0
1011087657221150,0,0,0
1011087658239910,0,0,0
1011087659258710,0,0,0
1011087660277670,0,0,0
1011087661297410,0,0,0
1011087662317570,0,0,0
1011087663338050,0,0,0
1011087664358270,0,0,0
1011087665378070,0,0,0
1011087666398270,0,0,0
1011087667418070,0,0,0
1011087668438310,0,0,0
1011087669459590,0,0,0
1011087670478350,0,0,0
1011087671498170,0,0,0
1011087672517950,0,0,0
1011087673538010,0,0,0
1011087674558250,0,0,0
1011087675578090,0,0,0
1011087676598010,0,0,0
1011087677617830,0,0,0
1011087678637930,0,0,0
1011087679658170,0,0,0
1011087680678070,0,0,0
1011087681697910,0,0,0
1011087682717770,0,0,0
1011087683737950,0,0,0
1011087684757850,0,0,0
1011087685777710,0,0,0
1011087686797970,0,0,0
1011087687817790,0,0,0
1011087688837610,0,0,0
1011087689859310,0,0,0
1011087690878310,0,0,0
1011087691897450,0,0,0
1011087692917650,0,0,0
1011087693937750,0,0,0
1011087694957590,0,0,0
1011087695977850,0,0,0
1011087696997710,0,0,0
1011087698017430,0,0,0
1011087699037670,0,0,0
1011087700057510,0,0,0
1011087701077370,0,0,0
1011087702097630,0,0,0
1011087703117390,0,0,0
1011087704137510,0,0,0
1011087705157410,0,0,0
1011087706177550,0,0,0
1011087707197330,0,0,0
1011087708216610,0,0,0
1011087709235590,0,0,0
1011087710255770,0,0,0
1011087711278450,0,0,0
1011087712297590,0,0,0
1011087713317430,0,0,0
1011087714337330,0,0,0
1011087715357110,0,0,0
1011087716377150,0,0,0
1011087717446990,0,0,0
